location,id,title,expires,branch,tenure,agcy_name,org_name,pborg_seq,pborg_managed_by,org_order,name_of_incumbent,type_of_appt,pay_plan,pay,pb_order
"Washington, DC",4542,Assistant Secretary for Economic and Business Affairs,,Executive,,Department of State,"Office of the Under Secretary for Economic Growth, Energy, and the Environment",5489,5487,320,Jose W. Fernandez,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),IV,20
"Washington, DC",4543,Deputy Assistant Secretary,,Executive,,Department of State,"Office of the Under Secretary for Economic Growth, Energy, and the Environment",5489,5487,320,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,25
"Washington, DC",4544,Deputy Assistant Secretary of State for International Communications and Information Policy in the Bureau of Economic and Business Affairs and U. S. Coordinator for International Communications and Information Policy,,Executive,,Department of State,"Office of the Under Secretary for Economic Growth, Energy, and the Environment",5489,5487,320,Phillip L. Verveer,Noncareer Appointment(NA),Other Pay Plan* (all those not listed separately)(OT),,30
"Washington, DC",4545,Deputy Assistant Secretary,,Executive,,Department of State,"Office of the Under Secretary for Economic Growth, Energy, and the Environment",5489,5487,320,Peter Harrell,Schedule C Excepted Appointment(SC),General Schedule(GS),15,35
"Washington, DC",4546,Special Envoy for Eurasian Energy,,Executive,,Department of State,"Office of the Under Secretary for Economic Growth, Energy, and the Environment",5489,5487,320,Richard L. Morningstar,Noncareer Appointment(NA),Senior Executive Service(ES),,40
"Washington, DC",4547,Special Representative for Commercial and Business Affairs,,Executive,,Department of State,"Office of the Under Secretary for Economic Growth, Energy, and the Environment",5489,5487,320,Lorraine J. Hariton,Noncareer Appointment(NA),Senior Executive Service(ES),,45
"Washington, DC",4548,Senior Advisor,,Executive,,Department of State,"Office of the Under Secretary for Economic Growth, Energy, and the Environment",5489,5487,320,Manu Kumar Bhardwaj,Schedule C Excepted Appointment(SC),General Schedule(GS),15,50
"Washington, DC",4549,Foreign Affairs Officer,,Executive,,Department of State,"Office of the Under Secretary for Economic Growth, Energy, and the Environment",5489,5487,320,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,55
"Washington, DC",455,Assistant Secretary for Economic Development,,Executive,,Department of Commerce,Economic Development Administration,4864,4965,180,Vacant,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),IV,5
"Washington, DC",4550,Special  Assistant,,Executive,,Department of State,"Office of the Under Secretary for Economic Growth, Energy, and the Environment",5489,5487,320,Shraddha K. Patel,Schedule C Excepted Appointment(SC),General Schedule(GS),14,60
"Washington, DC",4551,Special Assistant,,Executive,,Department of State,"Office of the Under Secretary for Economic Growth, Energy, and the Environment",5489,5487,320,Andrew Bergen McCracken,Schedule C Excepted Appointment(SC),General Schedule(GS),14,65
"Washington, DC",4552,Special Assistant,,Executive,,Department of State,"Office of the Under Secretary for Economic Growth, Energy, and the Environment",5489,5487,320,Michael L. Szymanski,Schedule C Excepted Appointment(SC),General Schedule(GS),13,70
"Washington, DC",4553,Staff Assistant,,Executive,,Department of State,"Office of the Under Secretary for Economic Growth, Energy, and the Environment",5489,5487,320,Joseph T. Figueiredo,Schedule C Excepted Appointment(SC),General Schedule(GS),9,75
"Washington, DC",4554,Assistant Secretary for International Energy Resources,,Executive,,Department of State,"Office of the Under Secretary for Economic Growth, Energy, and the Environment",5489,5487,320,Vacant,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),IV,80
"Washington, DC",4555,Staff Assistant,,Executive,,Department of State,"Office of the Under Secretary for Economic Growth, Energy, and the Environment",5489,5487,320,Ethan M. Gelber,Schedule C Excepted Appointment(SC),General Schedule(GS),11,85
"Washington, DC",4556,"Office Director, Office of Electricity and Energy Efficiency",,Executive,,Department of State,"Office of the Under Secretary for Economic Growth, Energy, and the Environment",5489,5487,320,Vacant,,Senior Executive Service(ES),,90
"Washington, DC",4557,Assistant Secretary Oceans International Environmental and Scientific Affairs,,Executive,,Department of State,"Office of the Under Secretary for Economic Growth, Energy, and the Environment",5489,5487,320,Kerri-Ann Jones,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),IV,95
"Washington, DC",4558,Deputy Assistant Secretary for Oceans,,Executive,,Department of State,"Office of the Under Secretary for Economic Growth, Energy, and the Environment",5489,5487,320,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,100
"Washington, DC",4559,Deputy Assistant Secretary for Environment and Natural Resources,,Executive,,Department of State,"Office of the Under Secretary for Economic Growth, Energy, and the Environment",5489,5487,320,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,105
"Washington, DC",456,Deputy Assistant Secretary for Economic Development,,Executive,,Department of Commerce,Economic Development Administration,4864,4965,180,Matthew S. Erskine,Noncareer Appointment(NA),Senior Executive Service(ES),,10
"Washington, DC",4560,Senior Advisor,,Executive,,Department of State,"Office of the Under Secretary for Economic Growth, Energy, and the Environment",5489,5487,320,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,110
"Washington, DC",4561,"Office Director, Office of Marine Conservation",,Executive,,Department of State,"Office of the Under Secretary for Economic Growth, Energy, and the Environment",5489,5487,320,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,115
"Washington, DC",4562,"Office Director, Office of Oceans and Polar Affairs",,Executive,,Department of State,"Office of the Under Secretary for Economic Growth, Energy, and the Environment",5489,5487,320,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,120
"Washington, DC",4563,"Office Director, Office of Ecology and Conservation",,Executive,,Department of State,"Office of the Under Secretary for Economic Growth, Energy, and the Environment",5489,5487,320,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,125
"Washington, DC",4564,"Office Director, Office of Global Change",,Executive,,Department of State,"Office of the Under Secretary for Economic Growth, Energy, and the Environment",5489,5487,320,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,130
"Washington, DC",4565,"Office Director, Office of Space and Advanced Technology",,Executive,,Department of State,"Office of the Under Secretary for Economic Growth, Energy, and the Environment",5489,5487,320,Vacant,,Senior Executive Service(ES),,135
"Washington, DC",4566,Inspector General,,Executive,,Department of State,Office of the Inspector General,7489,7448,5,Vacant,Presidential Appointment with Senate Confirmation(PAS),Other Pay Plan* (all those not listed separately)(OT),,1
"Washington, DC",4567,Assistant Inspector General for Inspections,,Executive,,Department of State,Office of the Inspector General,7489,7448,5,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,3
"Washington, DC",4568,Secretary,,Executive,,Department of Transportation,Office of The Secretary,5682,5632,20,Ray LaHood,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),I,5
"Washington, DC",4569,Deputy Secretary,,Executive,,Department of Transportation,Office of The Secretary,5682,5632,20,John D. Porcari,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),II,10
"Washington, DC",457,Deputy Assistant Secretary for Regional Affairs,,Executive,,Department of Commerce,Economic Development Administration,4864,4965,180,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,15
"Washington, DC",4570,Chief of Staff,,Executive,,Department of Transportation,Office of The Secretary,5682,5632,20,Joan M. DeBoer,Noncareer Appointment(NA),Senior Executive Service(ES),,15
"Washington, DC",4571,Deputy Chief of Staff,,Executive,,Department of Transportation,Office of The Secretary,5682,5632,20,Marlise A. Streitmatter,Noncareer Appointment(NA),Senior Executive Service(ES),,20
"Washington, DC",4572,White House Liaison,,Executive,,Department of Transportation,Office of The Secretary,5682,5632,20,Nathaniel S. Turnbull,Schedule C Excepted Appointment(SC),General Schedule(GS),15,25
"Washington, DC",4573,Counselor to the Secretary of Transportation,,Executive,,Department of Transportation,Office of The Secretary,5682,5632,20,Vacant,,Senior Executive Service(ES),,30
"Washington, DC",4574,Counselor to the Deputy Secretary,,Executive,,Department of Transportation,Office of The Secretary,5682,5632,20,Joseph F. Peraino,Schedule C Excepted Appointment(SC),General Schedule(GS),15,35
"Washington, DC",4575,Assistant to the Secretary for Policy,,Executive,,Department of Transportation,Office of The Secretary,5682,5632,20,Vacant,,Senior Executive Service(ES),,40
"Washington, DC",4576,Associate Director for Scheduling and Advance,,Executive,,Department of Transportation,Office of The Secretary,5682,5632,20,Georgette N. Brammer,Schedule C Excepted Appointment(SC),General Schedule(GS),12,45
"Washington, DC",4577,Scheduler,,Executive,,Department of Transportation,Office of The Secretary,5682,5632,20,Maria Elena Juarez,Schedule C Excepted Appointment(SC),General Schedule(GS),9,50
"Washington, DC",4578,Special Assistant for Scheduling and Advance,,Executive,,Department of Transportation,Office of The Secretary,5682,5632,20,Ryan M. Lynch,Schedule C Excepted Appointment(SC),General Schedule(GS),9,55
"Washington, DC",4579,Advance Specialist,,Executive,,Department of Transportation,Office of The Secretary,5682,5632,20,Amani K. Kancey,Schedule C Excepted Appointment(SC),General Schedule(GS),7,60
"Washington, DC",458,Senior Advisor,,Executive,,Department of Commerce,Economic Development Administration,4864,4965,180,Barry Johnson,Noncareer Appointment(NA),Senior Executive Service(ES),,20
"Washington, DC",4580,Under Secretary of Transportation for Policy,,Executive,,Department of Transportation,Office of The Secretary,5682,5632,20,Vacant,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),II,70
"Washington, DC",4581,Directort,,Executive,,Department of Transportation,Executive Secretariat,5634,5632,30,Carol C. Darr,Noncareer Appointment(NA),Senior Executive Service(ES),,5
"Washington, DC",4582,Director,,Executive,,Department of Transportation,Civil Rights,5707,5632,40,Camille M. Hazeur,Noncareer Appointment(NA),Senior Executive Service(ES),,5
"Washington, DC",4583,Deputy Director,,Executive,,Department of Transportation,Civil Rights,5707,5632,40,Career Incumbent,Career Appointment(CA),Senior Executive Service(ES),,10
"Washington, DC",4584,Director,,Executive,,Department of Transportation,Small and Disadvantaged Business Utilization,5636,5632,50,Brandon T. Neal,Noncareer Appointment(NA),Senior Executive Service(ES),,5
"Washington, DC",4585,Chief Information Officer,,Executive,,Department of Transportation,Chief Information Officer,5635,5632,60,Nitin Pradhan,Noncareer Appointment(NA),Senior Executive Service(ES),,5
"Washington, DC",4586,Associate Chief Information Officer for IT Policy Oversight,,Executive,,Department of Transportation,Chief Information Officer,5635,5632,60,Vacant,,Senior Executive Service(ES),,15
