title,expires,branch,agcy_name,org_name,pborg_seq,pborg_managed_by,org_order,name_of_incumbent,tenure,type_of_appt,pay_plan,pay,pb_order,location,id
Special Advisor for Project Management,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Housing,38905,38918,100,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,30,"Washington, DC",5312
Deputy Assistant Secretary for Operations,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Housing,38905,38918,100,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,35,"Washington, DC",5313
Deputy Assistant Secretary for Office of Housing Counseling,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Housing,38905,38918,100,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,40,"Washington, DC",5314
Deputy Assistant Secretary for Single Family Housing,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Housing,38905,38918,100,Vacant,,,Senior Executive Service(ES),,45,"Washington, DC",5315
"Director, Office of Single Family Asset Management",,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Housing,38905,38918,100,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,50,"Washington, DC",5316
Associate General Deputy Assistant Secretary for Housing,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Housing,38905,38918,100,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,55,"Washington, DC",5317
Associate Deputy Assistant Secretary for Affordable Housing Preservation,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Housing,38905,38918,100,Vacant,,,Senior Executive Service(ES),,60,"Washington, DC",5318
Senior Advisor (Safe Act),,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Housing,38905,38918,100,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,65,"Washington, DC",5319
Commissioner,,Executive,FEDERAL COMMUNICATIONS COMMISSION,OFFICE OF THE CHAIRMAN,39310,39301,10,Ajit V. Pai,,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),IV,25,"Washington, DC",532
"Director, Office of Recapitalization",,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Housing,38905,38918,100,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,70,"Washington, DC",5320
"Director, Office of Single Family Program Development",,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Housing,38905,38918,100,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,75,"Washington, DC",5321
"Director, Office of Lender Activities and Program Compliance",,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Housing,38905,38918,100,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,80,"Washington, DC",5322
General Deputy Assistant Secretary for Housing,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Housing,38905,38918,100,Genger Charles,,Noncareer Appointment(NA),Senior Executive Service(ES),,85,"Washington, DC",5323
Associate Deputy Assistant Secretary for Single Family Housing,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Housing,38905,38918,100,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,90,"Washington, DC",5324
Deputy Assistant Secretary for Multifamily Housing,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Housing,38905,38918,100,Priya Jayachandran,,Noncareer Appointment(NA),Senior Executive Service(ES),,95,"Washington, DC",5325
"Director, Office of Asset Management and Portfolio Oversight",,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Housing,38905,38918,100,Vacant,,,Senior Executive Service(ES),,100,"Washington, DC",5326
Deputy Assistant Secretary for Risk Management and Regulatory Affairs,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Housing,38905,38918,100,Vacant,,,Senior Executive Service(ES),,105,"Washington, DC",5327
Senior Advisor to the Assistant Secretary,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Housing,38905,38918,100,Vacant,,,Senior Executive Service(ES),,110,"Washington, DC",5328
Senior Advisor to the Deputy Assistant Secretary for Risk Management and Regulatory Affairs,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Housing,38905,38918,100,Vacant,,,Senior Executive Service(ES),,115,"Washington, DC",5329
Chief of Staff,,Executive,FEDERAL COMMUNICATIONS COMMISSION,OFFICE OF THE CHAIRMAN,39310,39301,10,Ruth M. Milkman,,Noncareer Appointment(NA),Senior Executive Service(ES),,30,"Washington, DC",533
Special Assistant,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Housing,38905,38918,100,Lauryn K. Alleva,,Schedule C Excepted Appointment(SC),General Schedule(GS),14,125,"Washington, DC",5330
Advisor for Single Family Asset Management,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Housing,38905,38918,100,Eric David Chader,,Schedule C Excepted Appointment(SC),General Schedule(GS),15,130,"Washington, DC",5331
Assistant Secretary for Policy Development and Research,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Policy Development and Research,38904,38918,110,Katherine M. O'Regan,,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),IV,5,"Washington, DC",5332
Deputy Assistant Secretary for Economic Affairs,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Policy Development and Research,38904,38918,110,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,10,"Washington, DC",5333
"Deputy Assistant Secretary for Research, Evaluation and Monitoring",,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Policy Development and Research,38904,38918,110,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,15,"Washington, DC",5334
Deputy Assistant Secretary for Policy Development,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Policy Development and Research,38904,38918,110,Lynn M. Ross,,Noncareer Appointment(NA),Senior Executive Service(ES),,20,"Washington, DC",5335
General Deputy Assistant Secretary for Policy Development Research,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Policy Development and Research,38904,38918,110,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,25,"Washington, DC",5336
Executive Director for Strong Cities and Strong Communities,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Policy Development and Research,38904,38918,110,Patrick J. Pontius Jr.,,Noncareer Appointment(NA),Senior Executive Service(ES),,30,"Washington, DC",5337
Financial Analyst for Housing Finance,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Policy Development and Research,38904,38918,110,Vacant,,Schedule C Excepted Appointment(SC),General Schedule(GS),13,35,"Washington, DC",5338
Special Advisor to the Assistant Secretary,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Policy Development and Research,38904,38918,110,Courtney J. Jones,,Schedule C Excepted Appointment(SC),General Schedule(GS),13,40,"Washington, DC",5339
Senior Advisor to the Chairman,,Executive,FEDERAL COMMUNICATIONS COMMISSION,OFFICE OF THE CHAIRMAN,39310,39301,10,Gigi Sohn,,Appointment Excepted by Statute(XS),Senior Level(SL),"$165,300 ",35,"Washington, DC",534
Deputy Assistant Secretary for International and Philanthropic Innovation,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Policy Development and Research,38904,38918,110,Salin George Geevarghese,,Schedule C Excepted Appointment(SC),General Schedule(GS),15,45,"Washington, DC",5340
Assistant Secretary for Public Affairs,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Public Affairs,38902,38918,120,Jaime S. Castillo,,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),IV,5,"Washington, DC",5341
Deputy Assistant Secretary for Public Affairs,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Public Affairs,38902,38918,120,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,10,"Washington, DC",5342
Assistant Press Secretary,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Public Affairs,38902,38918,120,Erika K. Rendon,,Schedule C Excepted Appointment(SC),General Schedule(GS),9,15,"Washington, DC",5343
Director of Strategic Communications,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Public Affairs,38902,38918,120,Jennifer C. Fiore,,Schedule C Excepted Appointment(SC),General Schedule(GS),14,20,"Washington, DC",5344
Senior Advisor for Public Engagement,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Public Affairs,38902,38918,120,Alejandro Aviles,,Schedule C Excepted Appointment(SC),General Schedule(GS),14,25,"Washington, DC",5345
Deputy Director of Speechwriting,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Public Affairs,38902,38918,120,Christian Nwachukwu Jr.,,Schedule C Excepted Appointment(SC),General Schedule(GS),14,30,"Washington, DC",5346
Deputy Assistant Secretary for Public Affairs,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Public Affairs,38902,38918,120,Cameron Ryan French,,Schedule C Excepted Appointment(SC),General Schedule(GS),15,35,"Washington, DC",5347
Deputy Assistant Secretary for Public Engagement,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Public Affairs,38902,38918,120,Francey L. Youngberg,,Schedule C Excepted Appointment(SC),General Schedule(GS),15,40,"Washington, DC",5348
Press Secretary,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Public Affairs,38902,38918,120,Heather L. Fluit,,Schedule C Excepted Appointment(SC),General Schedule(GS),13,45,"Washington, DC",5349
Senior Advisor to the Commissioner,,Executive,FEDERAL COMMUNICATIONS COMMISSION,OFFICE OF THE CHAIRMAN,39310,39301,10,Robin Colwell,,Appointment Excepted by Statute(XS),Senior Level(SL),"$165,300 ",40,"Washington, DC",535
Assistant Secretary for Public and Indian Housing,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Public and Indian Housing,38909,38918,130,Vacant,,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),IV,5,"Washington, DC",5350
Principal Deputy Assistant Secretary for Public and Indian Housing,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Public and Indian Housing,38909,38918,130,Lourdes M. Castro Ramirez,,Noncareer Appointment(NA),Senior Executive Service(ES),,10,"Washington, DC",5351
Deputy Assistant Secretary for Policy Program and Legislation Initiatives,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Public and Indian Housing,38909,38918,130,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,15,"Washington, DC",5352
Senior Advisor,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Public and Indian Housing,38909,38918,130,Nikol Nabors-Glass,,Noncareer Appointment(NA),Senior Executive Service(ES),,20,"Washington, DC",5353
Deputy Assistant Secretary for Native American Programs,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Public and Indian Housing,38909,38918,130,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,25,"Washington, DC",5354
Deputy Assistant Secretary for Field Operations,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Public and Indian Housing,38909,38918,130,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,30,"Washington, DC",5355
Deputy Assistant Secretary for Public Housing and Voucher Programs,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Public and Indian Housing,38909,38918,130,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,35,"Washington, DC",5356
Special Policy Advisor,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Public and Indian Housing,38909,38918,130,Melanie K. Villalobos,,Schedule C Excepted Appointment(SC),General Schedule(GS),15,40,"Washington, DC",5357
Senior Policy Advisor,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Public and Indian Housing,38909,38918,130,Erica Gonzalez,,Schedule C Excepted Appointment(SC),General Schedule(GS),15,45,"Washington, DC",5358
Special Advisor,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Public and Indian Housing,38909,38918,130,Marquita V. Sanders,,Schedule C Excepted Appointment(SC),General Schedule(GS),13,50,"Washington, DC",5359
Senior Advisor to the Commissioner,,Executive,FEDERAL COMMUNICATIONS COMMISSION,OFFICE OF THE CHAIRMAN,39310,39301,10,Matthew Berry,,Appointment Excepted by Statute(XS),Senior Level(SL),"$165,300 ",45,"Washington, DC",536
Special Advisor,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Public and Indian Housing,38909,38918,130,Lissette Flores,,Schedule C Excepted Appointment(SC),General Schedule(GS),13,55,"Washington, DC",5360
"Deputy Director, Office of Field Policy and Management",,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Field Policy and Management,38910,38918,140,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,5,"Washington, DC",5361
Associate Assistant Deputy Secretary for Field Policy and Management,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Field Policy and Management,38910,38918,140,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,10,"Washington, DC",5362
Assistant Deputy Secretary for Field Policy and Management,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Field Policy and Management,38910,38918,140,Mary Elizabeth McBride,,Noncareer Appointment(NA),Senior Executive Service(ES),,15,"Washington, DC",5363
Senior Advisor,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Field Policy and Management,38910,38918,140,Sylvia Bolivar,,Schedule C Excepted Appointment(SC),General Schedule(GS),15,20,"Washington, DC",5364
Senior Advisor,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Field Policy and Management,38910,38918,140,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,25,"Washington, DC",5365
Senior Advisor,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Field Policy and Management,38910,38918,140,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,30,"Washington, DC",5366
"Regional Administrator, Region I",,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Field Policy and Management,38910,38918,140,James J. Reed,,Noncareer Appointment(NA),Senior Executive Service(ES),,35,"Boston, MA",5367
"Regional Administrator, Region II",,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Field Policy and Management,38910,38918,140,Holly M. Leicht,,Noncareer Appointment(NA),Senior Executive Service(ES),,40,"New York New York, NY",5368
"Regional Administrator, Region III",,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Field Policy and Management,38910,38918,140,Jane Cw Vincent,,Noncareer Appointment(NA),Senior Executive Service(ES),,45,"Philadelphia, PA",5369
Senior Advisor to the Commissioner,,Executive,FEDERAL COMMUNICATIONS COMMISSION,OFFICE OF THE CHAIRMAN,39310,39301,10,Vacant,,Appointment Excepted by Statute(XS),Senior Level(SL),,50,"Washington, DC",537
"Regional Administrator, Region IV",,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Field Policy and Management,38910,38918,140,Edwards L. Jennings Jr.,,Noncareer Appointment(NA),Senior Executive Service(ES),,50,"Atlanta, GA",5370
"Deputy Regional Director, Region V",,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Field Policy and Management,38910,38918,140,Vacant,,,Senior Executive Service(ES),,55,"Chicago, IL",5371
"Regional Administrator, Region V",,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Field Policy and Management,38910,38918,140,Antonio R. Riley,,Noncareer Appointment(NA),Senior Executive Service(ES),,60,"Chicago, IL",5372
"Regional Administrator, Region VI",,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Field Policy and Management,38910,38918,140,Tammye Hildamar Trevino,,Noncareer Appointment(NA),Senior Executive Service(ES),,65,"Fort Worth, TX",5373
"Regional Administrator, Region VII",,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Field Policy and Management,38910,38918,140,Jennifer P. Tidwell,,Noncareer Appointment(NA),Senior Executive Service(ES),,70,"Kansas City, KS",5374
"Regional Administrator, Region VIII",,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Field Policy and Management,38910,38918,140,Rick M. Garcia,,Noncareer Appointment(NA),Senior Executive Service(ES),,75,"Denver, CO",5375
"Regional Administrator, Region IX",,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Field Policy and Management,38910,38918,140,Vacant,,,Senior Executive Service(ES),,80,"San Francisco, CA",5376
"Regional Administrator, Region IX",,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Field Policy and Management,38910,38918,140,Vacant,,,Senior Executive Service(ES),,85,"San Francisco, CA",5377
"Regional Administrator, Region X",,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Field Policy and Management,38910,38918,140,Donna J. Batch,,Noncareer Appointment(NA),Senior Executive Service(ES),,90,"Seattle, WA",5378
"Director, Center for Faith Based and Community Initiatives",,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of Faith-Based and Community Initiatives,38927,38918,150,Career Incumbent,,Career Appointment(CA),Senior Executive Service(ES),,5,"Washington, DC",5379
Senior Advisor to the Commissioner,,Executive,FEDERAL COMMUNICATIONS COMMISSION,OFFICE OF THE CHAIRMAN,39310,39301,10,Vacant,,Appointment Excepted by Statute(XS),Senior Level(SL),,55,"Washington, DC",538
Chief Financial Officer,,Executive,DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,Office of the Chief Financial Officer,38901,38918,160,Vacant,,Presidential Appointment with Senate Confirmation(PAS),Executive Schedule(EX),IV,5,"Washington, DC",5380
